,trialid,sentnum,ianum,ia,lang,uniform_id,skip,firstfix.dur,firstrun.dur,dur,firstrun.nfix,nfix,refix,reread
0,1.0,1.0,1.0,In,en,en_39,0.0,15.0,15.0,15.0,1.0,1.0,0.0,0.0
1,1.0,1.0,2.0,ancient,en,en_39,0.0,59.0,83.0,993.0,2.0,6.0,1.0,1.0
2,1.0,1.0,3.0,Roman,en,en_39,0.0,274.0,274.0,525.0,1.0,3.0,0.0,1.0
3,1.0,1.0,4.0,religion,en,en_39,0.0,121.0,121.0,557.0,1.0,4.0,1.0,1.0
4,1.0,1.0,5.0,and,en,en_39,0.0,137.0,137.0,312.0,1.0,2.0,0.0,1.0
5,1.0,1.0,6.0,"myth,",en,en_39,0.0,266.0,266.0,550.0,1.0,2.0,0.0,1.0
6,1.0,1.0,7.0,Janus,en,en_39,0.0,269.0,269.0,871.0,1.0,4.0,0.0,1.0
7,1.0,1.0,8.0,is,en,en_39,0.0,152.0,152.0,152.0,1.0,1.0,0.0,0.0
8,1.0,1.0,9.0,the,en,en_39,0.0,186.0,186.0,186.0,1.0,1.0,0.0,0.0
9,1.0,1.0,10.0,god,en,en_39,0.0,344.0,594.0,1162.0,2.0,5.0,1.0,1.0
10,1.0,1.0,11.0,of,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1.0,1.0,12.0,beginnings,en,en_39,0.0,139.0,262.0,786.0,2.0,5.0,1.0,1.0
12,1.0,1.0,13.0,and,en,en_39,0.0,418.0,418.0,573.0,1.0,2.0,0.0,1.0
13,1.0,1.0,14.0,gates.,en,en_39,0.0,275.0,275.0,275.0,1.0,1.0,0.0,0.0
14,1.0,2.0,15.0,He,en,en_39,0.0,281.0,281.0,281.0,1.0,1.0,0.0,0.0
15,1.0,2.0,16.0,has,en,en_39,0.0,205.0,205.0,205.0,1.0,1.0,0.0,0.0
16,1.0,2.0,17.0,a,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0,2.0,18.0,double,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1.0,2.0,19.0,nature,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.0,2.0,20.0,and,en,en_39,0.0,73.0,73.0,73.0,1.0,1.0,0.0,0.0
20,1.0,2.0,21.0,is,en,en_39,0.0,115.0,115.0,115.0,1.0,1.0,0.0,0.0
21,1.0,2.0,22.0,usually,en,en_39,0.0,68.0,267.0,462.0,2.0,3.0,1.0,1.0
22,1.0,2.0,23.0,depicted,en,en_39,0.0,38.0,38.0,563.0,1.0,4.0,0.0,1.0
23,1.0,2.0,24.0,as,en,en_39,0.0,365.0,365.0,365.0,1.0,1.0,0.0,0.0
24,1.0,2.0,25.0,having,en,en_39,0.0,139.0,313.0,779.0,2.0,5.0,1.0,1.0
25,1.0,2.0,26.0,two,en,en_39,0.0,136.0,136.0,136.0,1.0,1.0,0.0,0.0
26,1.0,2.0,27.0,"faces,",en,en_39,0.0,135.0,135.0,135.0,1.0,1.0,0.0,0.0
27,1.0,2.0,28.0,since,en,en_39,0.0,204.0,299.0,450.0,2.0,3.0,1.0,1.0
28,1.0,2.0,29.0,he,en,en_39,0.0,211.0,211.0,619.0,1.0,3.0,0.0,1.0
29,1.0,2.0,30.0,looks,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1.0,2.0,31.0,to,en,en_39,0.0,154.0,154.0,177.0,1.0,2.0,0.0,1.0
31,1.0,2.0,32.0,the,en,en_39,0.0,164.0,164.0,557.0,1.0,5.0,1.0,1.0
32,1.0,2.0,33.0,future,en,en_39,0.0,82.0,141.0,848.0,2.0,8.0,1.0,1.0
33,1.0,2.0,34.0,and,en,en_39,0.0,182.0,182.0,696.0,1.0,5.0,1.0,1.0
34,1.0,2.0,35.0,to,en,en_39,0.0,428.0,428.0,749.0,1.0,2.0,0.0,1.0
35,1.0,2.0,36.0,the,en,en_39,0.0,129.0,129.0,457.0,1.0,3.0,0.0,1.0
36,1.0,2.0,37.0,past.,en,en_39,0.0,280.0,280.0,407.0,1.0,2.0,0.0,1.0
37,1.0,3.0,38.0,Janus,en,en_39,0.0,188.0,188.0,648.0,1.0,4.0,0.0,1.0
38,1.0,3.0,39.0,presided,en,en_39,0.0,250.0,296.0,1000.0,2.0,5.0,1.0,1.0
39,1.0,3.0,40.0,over,en,en_39,0.0,90.0,90.0,142.0,1.0,2.0,0.0,1.0
40,1.0,3.0,41.0,the,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.0,3.0,42.0,beginning,en,en_39,0.0,120.0,321.0,888.0,2.0,6.0,1.0,1.0
42,1.0,3.0,43.0,and,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1.0,3.0,44.0,ending,en,en_39,0.0,65.0,65.0,727.0,1.0,7.0,1.0,1.0
44,1.0,3.0,45.0,of,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.0,3.0,46.0,"conflict,",en,en_39,0.0,91.0,179.0,179.0,2.0,2.0,1.0,0.0
46,1.0,3.0,47.0,and,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1.0,3.0,48.0,hence,en,en_39,0.0,172.0,172.0,372.0,1.0,3.0,1.0,1.0
48,1.0,3.0,49.0,war,en,en_39,0.0,80.0,80.0,237.0,1.0,2.0,0.0,1.0
49,1.0,3.0,50.0,and,en,en_39,0.0,151.0,151.0,324.0,1.0,2.0,0.0,1.0
50,1.0,3.0,51.0,peace.,en,en_39,0.0,169.0,169.0,278.0,1.0,2.0,0.0,1.0
51,1.0,4.0,52.0,The,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.0,4.0,53.0,doors,en,en_39,0.0,152.0,590.0,752.0,2.0,3.0,1.0,1.0
53,1.0,4.0,54.0,of,en,en_39,0.0,166.0,166.0,274.0,1.0,2.0,0.0,1.0
54,1.0,4.0,55.0,his,en,en_39,0.0,214.0,214.0,566.0,1.0,3.0,0.0,1.0
55,1.0,4.0,56.0,temple,en,en_39,0.0,140.0,140.0,394.0,1.0,3.0,0.0,1.0
56,1.0,4.0,57.0,were,en,en_39,0.0,89.0,89.0,694.0,1.0,3.0,1.0,1.0
57,1.0,4.0,58.0,open,en,en_39,0.0,420.0,420.0,931.0,1.0,4.0,0.0,1.0
58,1.0,4.0,59.0,in,en,en_39,0.0,237.0,237.0,237.0,1.0,1.0,0.0,0.0
59,1.0,4.0,60.0,times,en,en_39,0.0,89.0,89.0,698.0,1.0,4.0,1.0,1.0
60,1.0,4.0,61.0,of,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1.0,4.0,62.0,war,en,en_39,0.0,163.0,163.0,163.0,1.0,1.0,0.0,0.0
62,1.0,4.0,63.0,and,en,en_39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1.0,4.0,64.0,closed,en,en_39,0.0,143.0,143.0,274.0,1.0,2.0,0.0,1.0
