,trialid,sentnum,ianum,ia,lang,uniform_id,skip,firstfix.dur,firstrun.dur,dur,firstrun.nfix,nfix,refix,reread
0,1.0,1.0,1.0,Negli,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,2.0,antichi,it,it_38,0.0,89.0,310.0,1236.0,2.0,6.0,1.0,1.0
2,1.0,1.0,3.0,miti,it,it_38,0.0,193.0,193.0,1043.0,1.0,5.0,0.0,1.0
3,1.0,1.0,4.0,e,it,it_38,0.0,151.0,151.0,151.0,1.0,1.0,0.0,0.0
4,1.0,1.0,5.0,religioni,it,it_38,0.0,279.0,534.0,1897.0,2.0,7.0,1.0,1.0
5,1.0,1.0,6.0,"Romane,",it,it_38,0.0,145.0,145.0,1349.0,1.0,6.0,0.0,1.0
6,1.0,1.0,7.0,Giano,it,it_38,0.0,363.0,680.0,1722.0,2.0,7.0,1.0,1.0
7,1.0,1.0,8.0,è,it,it_38,0.0,204.0,204.0,204.0,1.0,1.0,0.0,0.0
8,1.0,1.0,9.0,il,it,it_38,0.0,285.0,285.0,285.0,1.0,1.0,0.0,0.0
9,1.0,1.0,10.0,dio,it,it_38,0.0,263.0,263.0,692.0,1.0,3.0,0.0,1.0
10,1.0,1.0,11.0,degli,it,it_38,0.0,250.0,250.0,1173.0,1.0,5.0,0.0,1.0
11,1.0,1.0,12.0,inizi,it,it_38,0.0,411.0,411.0,1979.0,1.0,8.0,1.0,1.0
12,1.0,1.0,13.0,e,it,it_38,0.0,163.0,163.0,163.0,1.0,1.0,0.0,0.0
13,1.0,1.0,14.0,dei,it,it_38,0.0,341.0,341.0,1642.0,1.0,7.0,0.0,1.0
14,1.0,1.0,15.0,cancelli.,it,it_38,0.0,338.0,338.0,2665.0,1.0,11.0,1.0,1.0
15,1.0,2.0,16.0,Egli,it,it_38,0.0,311.0,311.0,864.0,1.0,5.0,0.0,1.0
16,1.0,2.0,17.0,ha,it,it_38,0.0,276.0,276.0,511.0,1.0,2.0,0.0,1.0
17,1.0,2.0,18.0,una,it,it_38,0.0,302.0,302.0,860.0,1.0,4.0,0.0,1.0
18,1.0,2.0,19.0,doppia,it,it_38,0.0,188.0,188.0,1107.0,1.0,5.0,1.0,1.0
19,1.0,2.0,20.0,natura,it,it_38,0.0,396.0,396.0,1137.0,1.0,4.0,1.0,1.0
20,1.0,2.0,21.0,ed,it,it_38,0.0,538.0,538.0,622.0,1.0,2.0,0.0,1.0
21,1.0,2.0,22.0,è,it,it_38,0.0,56.0,56.0,56.0,1.0,1.0,0.0,0.0
22,1.0,2.0,23.0,solitamente,it,it_38,0.0,129.0,338.0,676.0,2.0,4.0,1.0,1.0
23,1.0,2.0,24.0,rappresentato,it,it_38,0.0,50.0,50.0,714.0,1.0,5.0,0.0,1.0
24,1.0,2.0,25.0,come,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1.0,2.0,26.0,avente,it,it_38,0.0,318.0,318.0,558.0,1.0,2.0,0.0,1.0
26,1.0,2.0,27.0,due,it,it_38,0.0,283.0,283.0,283.0,1.0,1.0,0.0,0.0
27,1.0,2.0,28.0,"facce,",it,it_38,0.0,249.0,249.0,577.0,1.0,2.0,0.0,1.0
28,1.0,2.0,29.0,poiché,it,it_38,0.0,209.0,209.0,586.0,1.0,3.0,0.0,1.0
29,1.0,2.0,30.0,vede,it,it_38,0.0,464.0,464.0,746.0,1.0,2.0,0.0,1.0
30,1.0,2.0,31.0,nel,it,it_38,0.0,123.0,123.0,190.0,1.0,2.0,0.0,1.0
31,1.0,2.0,32.0,passato,it,it_38,0.0,303.0,303.0,966.0,1.0,5.0,1.0,1.0
32,1.0,2.0,33.0,e,it,it_38,0.0,151.0,151.0,151.0,1.0,1.0,0.0,0.0
33,1.0,2.0,34.0,nel,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1.0,2.0,35.0,futuro.,it,it_38,0.0,288.0,288.0,928.0,1.0,3.0,0.0,1.0
35,1.0,3.0,36.0,Giano,it,it_38,0.0,699.0,699.0,1248.0,1.0,3.0,0.0,1.0
36,1.0,3.0,37.0,presiede,it,it_38,0.0,240.0,240.0,1110.0,1.0,5.0,1.0,1.0
37,1.0,3.0,38.0,sull’inizio,it,it_38,0.0,248.0,643.0,1472.0,3.0,6.0,1.0,1.0
38,1.0,3.0,39.0,e,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1.0,3.0,40.0,sulla,it,it_38,0.0,324.0,324.0,324.0,1.0,1.0,0.0,0.0
40,1.0,3.0,41.0,fine,it,it_38,0.0,124.0,124.0,395.0,1.0,2.0,0.0,1.0
41,1.0,3.0,42.0,dei,it,it_38,0.0,92.0,92.0,299.0,1.0,2.0,0.0,1.0
42,1.0,3.0,43.0,"conflitti,",it,it_38,0.0,552.0,746.0,980.0,2.0,4.0,1.0,1.0
43,1.0,3.0,44.0,e,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.0,3.0,45.0,quindi,it,it_38,0.0,248.0,248.0,400.0,1.0,2.0,0.0,1.0
45,1.0,3.0,46.0,su,it,it_38,0.0,132.0,132.0,132.0,1.0,1.0,0.0,0.0
46,1.0,3.0,47.0,guerra,it,it_38,0.0,222.0,222.0,707.0,1.0,2.0,0.0,1.0
47,1.0,3.0,48.0,e,it,it_38,0.0,189.0,189.0,189.0,1.0,1.0,0.0,0.0
48,1.0,3.0,49.0,pace.,it,it_38,0.0,313.0,313.0,739.0,1.0,3.0,0.0,1.0
49,1.0,4.0,50.0,Le,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1.0,4.0,51.0,porte,it,it_38,0.0,128.0,327.0,536.0,2.0,3.0,1.0,1.0
51,1.0,4.0,52.0,del,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.0,4.0,53.0,suo,it,it_38,0.0,237.0,237.0,237.0,1.0,1.0,0.0,0.0
53,1.0,4.0,54.0,tempio,it,it_38,0.0,247.0,247.0,850.0,1.0,3.0,0.0,1.0
54,1.0,4.0,55.0,erano,it,it_38,0.0,335.0,335.0,583.0,1.0,2.0,0.0,1.0
55,1.0,4.0,56.0,aperte,it,it_38,0.0,213.0,213.0,872.0,1.0,5.0,0.0,1.0
56,1.0,4.0,57.0,in,it,it_38,0.0,189.0,341.0,341.0,2.0,2.0,0.0,0.0
57,1.0,4.0,58.0,tempo,it,it_38,0.0,228.0,228.0,764.0,1.0,4.0,0.0,1.0
58,1.0,4.0,59.0,di,it,it_38,0.0,155.0,155.0,155.0,1.0,1.0,0.0,0.0
59,1.0,4.0,60.0,guerra,it,it_38,0.0,182.0,182.0,1093.0,1.0,6.0,1.0,1.0
60,1.0,4.0,61.0,e,it,it_38,0.0,136.0,136.0,136.0,1.0,1.0,0.0,0.0
61,1.0,4.0,62.0,chiuse,it,it_38,0.0,575.0,575.0,763.0,1.0,2.0,0.0,1.0
62,1.0,4.0,63.0,in,it,it_38,0.0,487.0,487.0,487.0,1.0,1.0,0.0,0.0
63,1.0,4.0,64.0,tempo,it,it_38,0.0,237.0,237.0,382.0,1.0,2.0,0.0,1.0
64,1.0,4.0,65.0,di,it,it_38,0.0,267.0,267.0,1056.0,1.0,5.0,1.0,1.0
65,1.0,4.0,66.0,pace.,it,it_38,0.0,129.0,129.0,908.0,1.0,5.0,1.0,1.0
66,1.0,5.0,67.0,Come,it,it_38,0.0,152.0,152.0,152.0,1.0,1.0,0.0,0.0
67,1.0,5.0,68.0,dio,it,it_38,0.0,217.0,476.0,476.0,2.0,2.0,1.0,0.0
68,1.0,5.0,69.0,dei,it,it_38,0.0,244.0,244.0,384.0,1.0,2.0,0.0,1.0
69,1.0,5.0,70.0,"cancelli,",it,it_38,0.0,232.0,432.0,616.0,2.0,3.0,1.0,1.0
70,1.0,5.0,71.0,era,it,it_38,0.0,370.0,370.0,370.0,1.0,1.0,0.0,0.0
71,1.0,5.0,72.0,anche,it,it_38,0.0,267.0,267.0,501.0,1.0,2.0,0.0,1.0
72,1.0,5.0,73.0,associato,it,it_38,0.0,270.0,480.0,1306.0,2.0,5.0,1.0,1.0
73,1.0,5.0,74.0,all’entrare,it,it_38,0.0,325.0,325.0,539.0,1.0,2.0,0.0,1.0
74,1.0,5.0,75.0,ed,it,it_38,0.0,157.0,157.0,157.0,1.0,1.0,0.0,0.0
75,1.0,5.0,76.0,uscire,it,it_38,0.0,375.0,487.0,879.0,2.0,3.0,1.0,1.0
76,1.0,5.0,77.0,attraverso,it,it_38,0.0,332.0,332.0,658.0,1.0,2.0,0.0,1.0
77,1.0,5.0,78.0,le,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1.0,5.0,79.0,porte,it,it_38,0.0,227.0,227.0,418.0,1.0,2.0,0.0,1.0
79,1.0,5.0,80.0,di,it,it_38,0.0,80.0,80.0,80.0,1.0,1.0,0.0,0.0
80,1.0,5.0,81.0,casa.,it,it_38,0.0,469.0,469.0,722.0,1.0,2.0,0.0,1.0
81,1.0,6.0,82.0,Giano,it,it_38,0.0,138.0,138.0,852.0,1.0,4.0,0.0,1.0
82,1.0,6.0,83.0,simboleggiava,it,it_38,0.0,157.0,350.0,590.0,2.0,4.0,1.0,1.0
83,1.0,6.0,84.0,di,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1.0,6.0,85.0,frequente,it,it_38,0.0,376.0,376.0,612.0,1.0,2.0,0.0,1.0
85,1.0,6.0,86.0,il,it,it_38,0.0,181.0,181.0,181.0,1.0,1.0,0.0,0.0
86,1.0,6.0,87.0,cambiamento,it,it_38,0.0,270.0,501.0,783.0,2.0,3.0,1.0,1.0
87,1.0,6.0,88.0,e,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1.0,6.0,89.0,le,it,it_38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
